Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_LD, se_LD, t_LD, est_NDVI, se_NDVI, t_NDVI, est_RF, se_RF, t_RF, est_GP, se_GP, t_GP, est_CC1, se_CC1, t_CC1, est_TDS1, se_TDS1, t_TDS1, est_Sl1, se_Sl1, t_Sl1, est_DD1, se_DD1, t_DD1, est_Lf1, se_Lf1, t_Lf1, est_STC1, se_STC1, t_STC1, est_LULC1, se_LULC1, t_LULC1, est_Geol1, se_Geol1, t_Geol1, y, yhat, residual, std_residual, localR2, influence, CooksD
1503,1549,858664.6972,1676753,1.30755,2.686116,0.486781,-3.784418,0.213567,-17.720082,-0.027825,0.040753,-0.682771,0.011066,0.000718,15.406256,-0.000994,0.003426,-0.290079,1.51354,0.040215,37.636123,-5.475121,1.43195,-3.823542,-0.005654,0.00507,-1.11529,-0.026587,0.004699,-5.658048,-0.007369,0.002557,-2.88175,-0.000007,0.000123,-0.05996,-0.013819,0.003019,-4.577873,0.000224,0.00004,5.550533,0.812667,0.800226,0.012441,0.377033,0.977611,0.029616,0.000023
1504,1550,856664.6972,1688753,-32.029912,1.262685,-25.366516,-0.489305,0.096536,-5.068625,-0.000086,0.043558,-0.001982,0.004602,0.001047,4.394988,0.002101,0.003502,0.600031,0.841814,0.026074,32.285437,13.903337,0.656817,21.167741,-0.007959,0.004145,-1.920171,0.011108,0.003805,2.91937,-0.002839,0.002087,-1.360462,0.000392,0.000095,4.133145,-0.005153,0.001828,-2.818437,0.000212,0.000031,6.852328,1.180408,1.183276,-0.002868,-0.089116,0.991915,0.07671,0.000003
1505,1551,829664.6972,1684753,-19.484558,1.146154,-16.999954,0.328408,0.093592,3.508931,-0.073099,0.041667,-1.754361,0.005219,0.001078,4.839605,-0.008827,0.005188,-1.701546,1.500562,0.043391,34.581967,5.587097,0.599402,9.321121,0.000848,0.004475,0.189593,-0.007317,0.003492,-2.095066,0.000927,0.002485,0.373063,-0.000085,0.000083,-1.024952,0.000291,0.001405,0.206853,0.00001,0.000031,0.331062,-0.314577,-0.310946,-0.003631,-0.111802,0.981601,0.060032,0.000004
1506,1552,849569.3357,1720651.953,-43.477573,1.473766,-29.500996,0.201563,0.018273,11.030891,0.000355,0.04381,0.008103,0.007297,0.001022,7.139966,0.047589,0.004411,10.788076,0.688571,0.028147,24.463132,19.835023,0.781896,25.367862,-0.012821,0.004743,-2.7032,-0.005267,0.003855,-1.366323,-0.00039,0.002195,-0.177916,0.000114,0.000085,1.337725,0.004986,0.002105,2.369043,0.000052,0.000026,1.989147,0.116314,0.128721,-0.012408,-0.381902,0.978685,0.059223,0.000048
1507,1553,828693.3803,1703069.234,-11.663287,1.128392,-10.336205,0.543421,0.020598,26.382449,0.068213,0.038537,1.770088,0.005449,0.000836,6.516907,-0.000047,0.005209,-0.009084,1.396303,0.030634,45.579557,1.75332,0.658754,2.661569,-0.00148,0.004923,-0.300611,0.010814,0.003611,2.994327,-0.004117,0.002201,-1.870135,0.000139,0.000089,1.565129,0.005729,0.004498,1.273786,-0.000097,0.000031,-3.078035,0.078146,0.093316,-0.01517,-0.468774,0.982942,0.066553,0.000082
1508,1554,822054.3453,1670130.134,-11.380913,1.376515,-8.267916,0.8486,0.142339,5.961806,-0.053037,0.04306,-1.231693,0.000357,0.000895,0.398979,-0.018951,0.006881,-2.754251,1.358341,0.076575,17.738697,2.275499,0.755871,3.010433,-0.001704,0.004776,-0.356814,-0.004383,0.004223,-1.037863,0.000322,0.002356,0.136605,-0.000022,0.000105,-0.210976,0.000767,0.00115,0.667394,0.000021,0.00004,0.527589,-0.316877,-0.318077,0.0012,0.037554,0.970808,0.090495,0.000001
1509,1555,841664.6972,1712753,-12.394462,1.456363,-8.510558,0.3227,0.016602,19.437949,0.135366,0.043115,3.139631,0.005354,0.0011,4.867497,0.029776,0.004784,6.224383,1.425867,0.033927,42.028024,2.018782,0.793705,2.543491,-0.022372,0.005035,-4.443636,-0.002851,0.004383,-0.650379,0.005013,0.002328,2.153853,-0.000132,0.000094,-1.407867,0.009974,0.004538,2.197705,-0.000251,0.000032,-7.794253,0.569578,0.539969,0.029609,0.904276,0.961104,0.044424,0.000199
1510,1556,843664.6972,1677753,-39.077083,0.926783,-42.16424,1.243066,0.056954,21.825641,-0.100462,0.040653,-2.471221,0.005365,0.000726,7.389125,-0.030317,0.004941,-6.135271,0.801079,0.016857,47.52288,17.492025,0.44592,39.226819,-0.001204,0.004125,-0.29184,0.022742,0.003257,6.983548,-0.003136,0.002071,-1.514592,0.000221,0.000085,2.592117,0.000369,0.001427,0.258969,0.000125,0.000034,3.729819,0.325926,0.354167,-0.028241,-0.867677,0.99121,0.055788,0.000233
1511,1557,843664.6972,1706753,-26.070516,1.160757,-22.459922,0.426555,0.021359,19.970509,0.082801,0.041612,1.98983,0.011241,0.000839,13.39242,-0.004274,0.004144,-1.031262,1.05646,0.028459,37.121617,9.476245,0.637088,14.874305,-0.005531,0.004751,-1.164154,-0.00293,0.004438,-0.660236,-0.000624,0.002261,-0.276013,0.000204,0.000083,2.449867,0.009654,0.00341,2.830992,-0.00009,0.00003,-2.949736,0.743971,0.769178,-0.025206,-0.791193,0.98209,0.095365,0.000346
1512,1558,843672.3148,1674761.322,-39.925523,0.723791,-55.161706,1.115377,0.041305,27.003421,-0.074698,0.03625,-2.060664,0.006,0.000524,11.459193,-0.025812,0.004202,-6.143162,0.752772,0.015881,47.401112,17.992877,0.360315,49.936453,0.004052,0.003801,1.066134,0.023796,0.003005,7.918005,-0.005053,0.001917,-2.636183,0.000195,0.000081,2.418105,-0.00129,0.001375,-0.93787,0.000177,0.000029,5.985838,0.262479,0.277566,-0.015086,-0.465473,0.9918,0.063758,0.000077
1513,1559,823664.6972,1675753,-12.464137,1.316277,-9.469236,1.474188,0.236874,6.223507,-0.056211,0.046844,-1.199967,0.001382,0.000924,1.49627,-0.018573,0.007139,-2.601792,1.277325,0.076745,16.643701,2.935665,0.726137,4.042851,-0.00196,0.004623,-0.423907,-0.002062,0.004007,-0.51457,0.000121,0.002367,0.051177,-0.000031,0.0001,-0.31354,0.000574,0.001167,0.492185,0.000002,0.000038,0.042308,-0.246389,-0.242183,-0.004206,-0.13144,0.968095,0.087219,0.000009
1514,1560,831664.6972,1684753,-22.087238,1.041568,-21.205762,0.324125,0.087345,3.71086,-0.070511,0.040281,-1.750502,0.005569,0.00098,5.680883,-0.009137,0.005138,-1.778436,1.452506,0.043538,33.362165,7.015669,0.563212,12.45653,-0.0009,0.004437,-0.20277,-0.007982,0.003445,-2.317202,0.001424,0.002417,0.589208,-0.000079,0.000082,-0.956308,0.000395,0.001358,0.290968,0.000018,0.000031,0.587805,-0.320257,-0.30625,-0.014007,-0.429936,0.983971,0.054023,0.000055
1515,1561,830611.5242,1669001.832,-20.263054,0.87188,-23.240649,0.562852,0.032033,17.571178,-0.079184,0.037473,-2.11309,0.00099,0.000657,1.507302,-0.020266,0.005628,-3.601279,1.247971,0.020622,60.515911,7.083384,0.422984,16.746225,-0.005886,0.003706,-1.588264,-0.005294,0.002922,-1.811916,-0.001509,0.001909,-0.790297,0.000393,0.000076,5.166206,0.001122,0.001023,1.096595,0.000055,0.000028,1.969013,-0.106872,-0.052724,-0.054148,-1.683121,0.990337,0.077538,0.001248
1516,1562,867664.6972,1708753,-25.391444,1.5532,-16.34783,-0.389196,0.056203,-6.924848,-0.015301,0.049099,-0.311648,0.001386,0.001083,1.28027,-0.000221,0.010957,-0.020134,0.912477,0.012198,74.805357,10.619979,0.737343,14.403042,0.001318,0.004419,0.298193,-0.002034,0.004004,-0.508093,0.000305,0.002507,0.1215,0.000002,0.000089,0.017138,-0.000697,0.001546,-0.450912,-0.000004,0.000028,-0.153432,0.813043,0.804555,0.008488,0.25926,0.998643,0.044677,0.000016
1517,1563,842664.6972,1704753,-26.596418,1.102995,-24.112912,0.518862,0.02161,24.010179,0.041623,0.040026,1.039897,0.009348,0.000857,10.903916,-0.005289,0.004362,-1.212763,1.061936,0.028921,36.718817,9.931595,0.614632,16.158614,-0.002788,0.004632,-0.601904,-0.001909,0.004519,-0.422359,-0.000526,0.002326,-0.225993,0.000306,0.000082,3.760384,0.007483,0.003653,2.048307,-0.000098,0.00003,-3.26446,0.393831,0.397299,-0.003468,-0.105429,0.982851,0.035504,0.000002
1518,1564,826664.6972,1679753,-14.817911,1.259322,-11.76658,0.858386,0.15594,5.504604,-0.097782,0.044154,-2.214577,0.002885,0.001064,2.712535,-0.015171,0.0063,-2.408183,1.402424,0.059534,23.556497,3.679208,0.663407,5.545928,0.000492,0.004382,0.112187,-0.006665,0.003439,-1.938026,0.000252,0.002257,0.111859,-0.000046,0.00009,-0.514537,0.000548,0.001165,0.47013,0.000007,0.000031,0.227503,-0.263435,-0.25631,-0.007125,-0.218362,0.97006,0.051096,0.000013
1519,1565,835664.6972,1700753,-17.487969,1.219606,-14.339031,0.67723,0.02378,28.47934,0.020417,0.039148,0.521545,-0.000199,0.000925,-0.215182,0.004002,0.005323,0.751805,1.333756,0.033909,39.333522,5.492394,0.690083,7.959034,-0.002057,0.004949,-0.415733,0.006543,0.004079,1.603891,-0.002161,0.002351,-0.919265,0.00023,0.000087,2.645591,0.006312,0.003744,1.685867,-0.000089,0.000034,-2.637759,-0.155416,-0.136932,-0.018484,-0.569249,0.975411,0.060252,0.000109
1520,1566,830664.6972,1687753,-22.367407,1.028342,-21.750937,0.410446,0.076054,5.396793,-0.024186,0.04347,-0.556385,0.006175,0.000907,6.809988,-0.006109,0.005921,-1.031731,1.400487,0.039961,35.046254,7.225033,0.569041,12.696867,-0.003244,0.004736,-0.684963,-0.010448,0.003501,-2.98443,-0.00047,0.002415,-0.194521,-0.000059,0.000084,-0.71214,0.00068,0.001468,0.462901,0.000062,0.000031,2.016114,-0.390322,-0.376053,-0.014269,-0.439838,0.983098,0.06194,0.000067
1521,1567,828664.6972,1673753,-11.045383,1.5085,-7.322096,0.615186,0.152735,4.027791,-0.089651,0.050192,-1.786156,-0.000141,0.001123,-0.125961,-0.016296,0.006803,-2.395636,1.543544,0.065957,23.402442,1.68502,0.803571,2.096914,-0.001122,0.005075,-0.221064,-0.012969,0.004023,-3.223563,-0.000989,0.00259,-0.381995,0.00007,0.00011,0.639445,0.000862,0.001315,0.655332,0.000105,0.000037,2.858933,-0.183771,-0.183391,-0.00038,-0.011791,0.973009,0.072824,0
1522,1568,864355.9435,1687124.357,-34.340459,0.814159,-42.179045,-0.71384,0.079029,-9.032573,-0.011535,0.037138,-0.310611,0.008085,0.000926,8.73112,0.00965,0.003452,2.795493,0.774123,0.013334,58.054782,14.92583,0.393366,37.94383,-0.007331,0.004268,-1.717523,0.003642,0.003516,1.03596,-0.001591,0.002119,-0.751106,0.000207,0.000105,1.974698,-0.003198,0.00189,-1.692162,0.000121,0.000031,3.94375,0.81328,0.81596,-0.002679,-0.081293,0.995493,0.031731,0.000001
1523,1569,849664.6972,1719753,-44.914436,1.589665,-28.254018,0.189206,0.020165,9.38274,0.003504,0.045917,0.076318,0.009044,0.001167,7.752464,0.047986,0.004693,10.224988,0.657594,0.030282,21.715326,20.475196,0.836826,24.467673,-0.012891,0.004958,-2.600189,-0.003665,0.00407,-0.90045,-0.000645,0.002286,-0.282333,0.000106,0.000088,1.196421,0.004832,0.002226,2.17061,0.000054,0.000028,1.970897,0.122993,0.157145,-0.034152,-1.046246,0.979382,0.050318,0.000304
1524,1570,830664.6972,1673753,-11.425078,1.472767,-7.757559,0.329544,0.112999,2.916341,-0.100106,0.04728,-2.117287,-0.001095,0.001137,-0.963241,-0.016485,0.006568,-2.509783,1.637531,0.060111,27.241902,1.742737,0.779293,2.236305,-0.001124,0.004877,-0.230468,-0.012386,0.003713,-3.336095,-0.001541,0.00249,-0.618838,0.000177,0.000105,1.690362,0.000718,0.0013,0.552475,0.000114,0.000036,3.134084,-0.16681,-0.148225,-0.018585,-0.599722,0.980638,0.144104,0.000317
1525,1571,883244.0134,1707109.773,-24.67119,2.21044,-11.161211,-0.584839,0.089357,-6.544966,0.008298,0.04592,0.180701,0.003576,0.001069,3.345814,-0.068322,0.010562,-6.468389,0.889211,0.025276,35.179843,10.117624,1.115847,9.067218,0.000234,0.004137,0.056468,-0.001166,0.004056,-0.287563,0.002359,0.002682,0.879671,0.000082,0.000127,0.648148,0.000531,0.001526,0.348042,0.000003,0.000033,0.094612,1.223108,1.190566,0.032542,1.020863,0.992616,0.09433,0.000569
1526,1572,838664.6972,1685753,-28.051522,0.867548,-32.33425,0.504205,0.060956,8.271669,-0.084395,0.038533,-2.190174,0.002452,0.000859,2.855073,-0.004716,0.00562,-0.83919,1.325068,0.032421,40.870304,10.72619,0.469814,22.83073,-0.012196,0.004377,-2.786198,-0.004308,0.003659,-1.177261,0.003522,0.002319,1.518972,-0.00006,0.000081,-0.744555,0.002503,0.00126,1.985669,0.000006,0.000034,0.174944,-0.119866,-0.165495,0.045629,1.396479,0.990122,0.048454,0.00052
1527,1573,840664.6972,1677753,-33.929184,1.004475,-33.778034,1.204474,0.052287,23.035687,-0.072377,0.041168,-1.758074,0.001694,0.000896,1.890774,-0.025479,0.005789,-4.401169,0.878386,0.016961,51.787385,15.009957,0.465028,32.27753,-0.006551,0.004377,-1.49673,0.013323,0.003306,4.029464,-0.00208,0.002258,-0.921247,0.000248,0.000089,2.773557,0.00062,0.001332,0.465821,0.000065,0.000034,1.927545,0.349458,0.371615,-0.022157,-0.676443,0.991178,0.043738,0.00011
1528,1574,825664.6972,1690753,-15.03477,0.931463,-16.141027,0.427295,0.032202,13.269096,-0.049281,0.036346,-1.355875,0.007003,0.000688,10.173067,-0.017944,0.004702,-3.816299,1.486616,0.026,57.177406,3.152627,0.491046,6.420232,-0.00168,0.004247,-0.395635,-0.012192,0.002841,-4.291065,-0.004905,0.001998,-2.455004,-0.000125,0.000072,-1.732842,0.001392,0.001343,1.036012,0.000086,0.000027,3.157933,-0.039246,-0.07547,0.036224,1.123771,0.984259,0.073916,0.000528
1529,1575,857664.6972,1676753,1.610445,2.64722,0.608353,-3.712075,0.207207,-17.914799,-0.04874,0.039831,-1.223665,0.010748,0.000688,15.617514,-0.000199,0.003376,-0.058836,1.489807,0.038591,38.605532,-5.529458,1.408462,-3.925885,-0.002469,0.004823,-0.511905,-0.025419,0.004556,-5.578832,-0.007838,0.002419,-3.240671,0.000021,0.000112,0.190593,-0.014688,0.00277,-5.302871,0.00023,0.000039,5.966069,0.795008,0.810128,-0.015119,-0.461329,0.980806,0.042651,0.00005
1530,1576,836664.6972,1709753,-4.084929,1.388969,-2.94098,0.333185,0.015821,21.060236,0.237836,0.041142,5.780827,0.010046,0.000872,11.523407,-0.059121,0.007175,-8.240336,1.719018,0.034637,49.629565,-3.462227,0.793406,-4.36375,-0.014951,0.004823,-3.099786,0.025115,0.004368,5.749648,0.00484,0.002243,2.157968,0.000166,0.000092,1.797575,0.000844,0.005307,0.158948,-0.000301,0.000032,-9.383808,0.18624,0.14999,0.03625,1.12686,0.965355,0.07767,0.00056
1531,1577,849664.6972,1710753,-41.746846,1.486812,-28.0781,0.193668,0.026869,7.207959,0.132942,0.042434,3.132869,0.015239,0.001082,14.082751,0.004009,0.004091,0.979972,0.639006,0.03239,19.728274,18.284269,0.779636,23.452326,0.009657,0.004744,2.035849,0.014385,0.00435,3.306925,-0.007766,0.002246,-3.457817,0.00013,0.00008,1.610231,0.001509,0.002865,0.526867,0.000142,0.000029,4.942761,-0.036037,-0.01202,-0.024017,-0.735936,0.982206,0.05074,0.000152
1532,1578,829664.6972,1708753,-8.708489,1.456452,-5.979247,0.351053,0.022961,15.289008,0.21532,0.048345,4.453807,0.017543,0.001039,16.881286,-0.056782,0.007861,-7.222843,1.414673,0.040569,34.870771,-0.974446,0.879712,-1.107688,-0.005434,0.005597,-0.9708,0.022338,0.004459,5.009389,-0.007103,0.002551,-2.784522,0.000144,0.000109,1.320415,-0.004988,0.006685,-0.746104,-0.000143,0.000041,-3.504817,0.514506,0.558341,-0.043835,-1.349611,0.973131,0.059754,0.000607
1533,1579,816664.6972,1680753,-2.964392,2.428863,-1.220486,1.346313,0.325652,4.134211,-0.004712,0.044758,-0.105289,-0.000264,0.000841,-0.313702,-0.01225,0.010291,-1.190313,1.595783,0.090862,17.562754,-2.632532,1.322912,-1.989953,0.000182,0.004799,0.037958,-0.002176,0.003699,-0.588344,0.000504,0.00234,0.215294,-0.000068,0.000101,-0.668859,-0.000285,0.00123,-0.231763,-0.000033,0.000041,-0.815217,-0.209825,-0.210362,0.000537,0.016653,0.880505,0.072619,0
1534,1580,856664.6972,1672753,40.609746,4.577304,8.871979,-6.487336,0.341295,-19.007975,-0.033597,0.040939,-0.820654,0.005569,0.000903,6.16975,-0.01129,0.004756,-2.373784,1.865623,0.059494,31.357954,-25.884553,2.42587,-10.670215,0.002321,0.005109,0.454209,-0.014014,0.004669,-3.001196,-0.0094,0.002537,-3.705247,-0.000046,0.000123,-0.375352,-0.011645,0.002637,-4.416025,0.000254,0.000039,6.451884,0.727254,0.714307,0.012947,0.415094,0.97637,0.132933,0.000138
1535,1581,845664.6972,1701753,-42.301306,1.118221,-37.829094,0.700823,0.02734,25.63315,-0.120431,0.03975,-3.029698,0.008148,0.000938,8.683624,0.00954,0.004873,1.957612,0.64012,0.02676,23.920376,19.282624,0.584778,32.974251,0.002196,0.004536,0.484108,0.000697,0.004572,0.15253,-0.004606,0.002359,-1.952402,0.000311,0.000075,4.138128,0.006973,0.002346,2.971988,0.000056,0.00003,1.909354,0.055454,0.069762,-0.014308,-0.435902,0.985574,0.039698,0.000041
1536,1582,843664.6972,1709753,-20.55891,1.287404,-15.969277,0.347098,0.019775,17.552817,0.117054,0.042405,2.760364,0.009904,0.000917,10.804009,0.006988,0.004197,1.664832,1.195503,0.029453,40.589713,6.388004,0.695266,9.18786,-0.015926,0.004862,-3.275539,-0.009763,0.004362,-2.237839,0.00123,0.002248,0.54709,0.000057,0.000087,0.659403,0.012068,0.003284,3.6742,-0.000145,0.000032,-4.568644,0.474986,0.516004,-0.041018,-1.270327,0.976003,0.070742,0.000644
1537,1583,841664.6972,1714753,-16.820221,1.533852,-10.966003,0.267456,0.01653,16.179605,0.06519,0.046052,1.415591,0.004611,0.001313,3.510809,0.060027,0.005164,11.623167,1.293144,0.037422,34.556001,4.733705,0.838992,5.642134,-0.020795,0.005273,-3.943699,-0.001189,0.004472,-0.265955,0.004444,0.002405,1.847541,-0.000177,0.0001,-1.770786,0.005945,0.005158,1.152439,-0.000232,0.000033,-6.99196,0.949449,0.818249,0.1312,4.294042,0.955962,0.167943,0.019504
1538,1584,859664.6972,1715753,-38.097826,1.270442,-29.987851,-0.036351,0.043216,-0.841141,0.039305,0.047759,0.822975,-0.001501,0.000891,-1.684375,-0.029328,0.005836,-5.025507,0.810093,0.01449,55.908665,17.728139,0.643113,27.566122,-0.000209,0.005137,-0.040618,-0.011793,0.004145,-2.845061,-0.002675,0.002413,-1.108403,0.000034,0.000087,0.391495,0.002844,0.00182,1.562876,0.000115,0.000027,4.256383,0.121651,0.105906,0.015745,0.491047,0.989689,0.083707,0.000115
1539,1585,840664.6972,1706753,-14.553688,1.275075,-11.413984,0.482121,0.018397,26.20595,0.112,0.04004,2.797174,0.006706,0.000862,7.779472,-0.021489,0.00437,-4.917633,1.398099,0.031947,43.763536,3.104974,0.712531,4.357671,-0.011054,0.004632,-2.386258,-0.00095,0.004555,-0.208545,0.00236,0.002249,1.049322,0.000274,0.000088,3.09487,0.006957,0.004234,1.643015,-0.00023,0.00003,-7.645455,-0.188216,-0.247397,0.05918,1.839708,0.975912,0.077693,0.001494
1540,1586,858664.6972,1709753,-30.645356,1.119568,-27.372476,-0.037359,0.043343,-0.861937,0.07687,0.047143,1.630567,-0.005867,0.000817,-7.179853,-0.040749,0.006052,-6.732728,0.794878,0.010965,72.489326,14.379759,0.538111,26.722685,-0.003389,0.004999,-0.678046,-0.005861,0.00398,-1.472429,-0.003925,0.002305,-1.702935,0.000091,0.000082,1.104292,0.00513,0.001724,2.976018,0.000152,0.000026,5.930968,0.440183,0.416805,0.023378,0.723372,0.979571,0.069126,0.000204
1541,1587,838664.6972,1682753,-24.829429,1.062454,-23.369894,0.755442,0.060598,12.466479,-0.071164,0.041303,-1.722966,-0.003714,0.001071,-3.469163,-0.013051,0.005135,-2.541433,1.281016,0.028183,45.453722,9.825048,0.513336,19.13959,-0.009983,0.004554,-2.191826,0.001834,0.003407,0.538295,0.002462,0.002376,1.036099,0.000008,0.000089,0.085667,0.00217,0.001252,1.73246,-0.000039,0.000036,-1.091171,0.042107,0.051436,-0.009329,-0.288511,0.991172,0.0681,0.000032
1542,1588,863664.6972,1687753,-33.943992,0.914307,-37.125386,-0.733796,0.096538,-7.60108,-0.001942,0.039525,-0.049129,0.007318,0.001113,6.574262,0.009742,0.00355,2.743927,0.775475,0.016467,47.09305,14.792851,0.449656,32.89814,-0.006313,0.004548,-1.388041,0.00329,0.003666,0.897285,-0.000875,0.002267,-0.386105,0.000207,0.000115,1.806082,-0.003083,0.002048,-1.505567,0.000103,0.000034,3.024652,0.951094,0.954828,-0.003734,-0.114504,0.995771,0.052022,0.000004
1543,1589,826664.6972,1691753,-17.417433,0.846595,-20.573517,0.432681,0.027708,15.615769,-0.050404,0.033932,-1.48542,0.007422,0.000642,11.561471,-0.018749,0.004393,-4.268045,1.422309,0.024285,58.566562,4.505986,0.446585,10.089884,-0.003924,0.004024,-0.975205,-0.012898,0.002715,-4.751047,-0.005657,0.001915,-2.953716,-0.0001,0.000068,-1.458333,0.002083,0.001279,1.628713,0.000108,0.000026,4.156061,-0.053723,-0.094796,0.041073,1.262688,0.985938,0.056943,0.000505
1544,1590,867546.4338,1713476.443,-26.817388,1.434337,-18.696717,-0.314653,0.043813,-7.181785,0.007496,0.042885,0.174801,0.000466,0.001005,0.464279,-0.018303,0.008,-2.287966,0.898515,0.011084,81.066352,11.490477,0.678506,16.93496,0.001973,0.003993,0.494222,-0.001734,0.003496,-0.495964,-0.000707,0.002229,-0.317401,0.000022,0.000083,0.262847,-0.000286,0.001372,-0.208573,0.000025,0.000025,0.99105,0.730182,0.725045,0.005138,0.165305,0.99866,0.139083,0.000023
1545,1591,848664.6972,1686753,-31.748081,0.963672,-32.944896,0.66885,0.072921,9.172314,-0.136693,0.043551,-3.138692,0.001533,0.001076,1.425468,-0.020421,0.003991,-5.116241,1.206285,0.022197,54.345615,13.059357,0.466371,28.002105,-0.006213,0.004044,-1.536491,0.016961,0.003672,4.618679,-0.000102,0.002113,-0.048142,0.000206,0.000083,2.497114,0.00173,0.001449,1.194005,0.000056,0.00003,1.87382,0.751178,0.73106,0.020117,0.612536,0.994333,0.038633,0.000079
1546,1592,834664.6972,1709753,-5.678293,1.356953,-4.184592,0.299786,0.016703,17.947552,0.24144,0.041757,5.781999,0.013304,0.00087,15.285083,-0.074886,0.008713,-8.594344,1.641772,0.034555,47.51123,-2.734025,0.788355,-3.468014,-0.011843,0.004964,-2.385641,0.032439,0.004224,7.679266,0.001591,0.002248,0.707683,0.000235,0.000096,2.449194,-0.004064,0.005464,-0.743697,-0.000261,0.000034,-7.709584,0.239156,0.129841,0.109315,3.411106,0.96598,0.084654,0.005639
1547,1593,827664.6972,1689753,-16.403476,1.114966,-14.712092,0.443509,0.053701,8.258882,-0.007196,0.044893,-0.16029,0.006286,0.000906,6.938618,-0.008478,0.005705,-1.486183,1.489871,0.032904,45.279817,3.908089,0.591536,6.60668,-0.002294,0.004964,-0.462122,-0.011468,0.00333,-3.443981,-0.003525,0.002378,-1.482364,-0.000039,0.000084,-0.465576,0.001035,0.001607,0.644092,0.000085,0.00003,2.798879,-0.158267,-0.150903,-0.007363,-0.227839,0.984924,0.069091,0.00002
1548,1594,845664.6972,1699753,-42.01306,1.099789,-38.201036,0.896832,0.030527,29.377989,-0.207582,0.039741,-5.223395,0.002393,0.000981,2.440812,0.018278,0.005181,3.528198,0.663509,0.026145,25.377741,19.665098,0.563012,34.928357,-0.006273,0.004435,-1.414326,-0.004979,0.004574,-1.088382,-0.004684,0.002335,-2.005862,0.000237,0.000076,3.129442,0.005585,0.001927,2.898596,0.000061,0.00003,2.038289,-0.058165,0.019295,-0.077461,-2.434286,0.984791,0.097524,0.003356
1549,1595,809923.2519,1678847.661,-6.448466,1.970084,-3.273194,0.736236,0.211384,3.482928,-0.005764,0.045016,-0.128044,-0.001411,0.000794,-1.776819,-0.019806,0.008088,-2.448842,1.518482,0.103151,14.720921,-0.496394,1.041793,-0.47648,-0.000228,0.005112,-0.044547,-0.002747,0.003948,-0.695757,0.000497,0.002489,0.199634,-0.000085,0.000108,-0.783586,-0.000281,0.001267,-0.22158,-0.000073,0.000041,-1.799477,-0.18847,-0.184751,-0.003719,-0.113669,0.855554,0.045838,0.000003
1550,1596,815664.6972,1674753,-7.815973,1.355252,-5.767173,1.418997,0.299649,4.735526,-0.023498,0.046534,-0.504958,-0.001073,0.000991,-1.083307,-0.022391,0.008328,-2.688528,1.368529,0.099779,13.715582,0.556663,0.7226,0.770362,-0.001107,0.005085,-0.217779,-0.00401,0.004231,-0.947834,0.000942,0.00249,0.378479,-0.000049,0.000111,-0.438568,0.000236,0.001214,0.194279,-0.000029,0.000047,-0.608212,-0.222645,-0.222235,-0.000409,-0.012651,0.974199,0.066576,0
1551,1597,838664.6972,1705753,-13.383077,1.330304,-10.060164,0.516325,0.017877,28.881843,0.085344,0.038363,2.224628,0.005112,0.000907,5.635708,-0.024388,0.005053,-4.826917,1.458307,0.034341,42.465608,2.51254,0.750251,3.348933,-0.007585,0.004605,-1.647042,0.004773,0.004452,1.072112,0.001879,0.002232,0.841664,0.000394,0.000088,4.473755,0.004669,0.004525,1.031703,-0.000253,0.000031,-8.258779,-0.202843,-0.215093,0.01225,0.381861,0.97134,0.082762,0.000069
1552,1598,813664.6972,1679753,-2.651334,3.315804,-0.799605,1.368322,0.653845,2.09273,-0.000384,0.047703,-0.008059,-0.000978,0.000937,-1.042995,-0.013742,0.012213,-1.125242,1.636256,0.161847,10.109894,-2.820301,1.72726,-1.632818,-0.000224,0.005368,-0.041814,-0.002333,0.00424,-0.550154,0.00039,0.002646,0.147261,-0.000053,0.000119,-0.449135,-0.000288,0.001315,-0.219037,-0.00005,0.000049,-1.019963,-0.207687,-0.207926,0.000239,0.007324,0.854552,0.048813,0
1553,1599,850562.1497,1720356.457,-43.896031,1.506963,-29.128804,0.192234,0.020468,9.392083,0.016476,0.044955,0.366493,0.006624,0.001035,6.397985,0.04263,0.004572,9.323677,0.682536,0.027853,24.504965,20.139086,0.797908,25.239858,-0.011397,0.004877,-2.336726,-0.005792,0.003935,-1.471862,-0.000601,0.00225,-0.267254,0.000126,0.000086,1.466401,0.005031,0.002057,2.445178,0.000073,0.000027,2.684995,0.101191,0.109921,-0.008729,-0.266443,0.979909,0.043347,0.000017
1554,1600,831664.6972,1687753,-23.96794,0.981995,-24.407401,0.430615,0.073134,5.888038,-0.028706,0.042116,-0.681585,0.006256,0.000864,7.23894,-0.00603,0.005956,-1.012543,1.359703,0.03962,34.318574,8.146912,0.549168,14.835007,-0.004408,0.00465,-0.947994,-0.010962,0.003482,-3.147926,-0.000175,0.00236,-0.074092,-0.000064,0.000083,-0.771188,0.000887,0.001412,0.628328,0.000063,0.00003,2.087491,-0.434273,-0.432378,-0.001895,-0.05796,0.982959,0.046998,0.000001
